time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1731602338961362638,37.625,1731602338840940236,38.375,1731602338960901403,20.5,1731602338920850462,38.0,False,True,3.0,1.2586772441864014
1731602342021942761,37.625,1731602341920761507,38.437,1731602341880965110,20.5,1731602342021565287,38.031,False,True,3.0,1.317430019378662
1731602344971101008,37.625,1731602344840973446,38.437,1731602344970777221,20.5,1731602344921588550,38.031,False,True,3.0,1.2648522853851318
1731602348001184023,37.625,1731602347880930356,38.437,1731602348000756899,20.5,1731602347960790829,38.031,False,True,3.0,1.2931275367736816
1731602350961304323,37.562,1731602350920900164,38.375,1731602350960885440,20.5,1731602350841007170,37.9685,True,True,3.0,1.2514822483062744
1731602354001262825,37.625,1731602353880920149,38.437,1731602353960947890,20.5,1731602354000844146,38.031,False,True,3.0,1.289621114730835
1731602356961330206,37.625,1731602356841051418,38.437,1731602356960890526,20.5,1731602356920898229,38.031,False,True,3.0,1.2479150295257568
1731602359961124749,37.625,1731602359920940409,38.437,1731602359960734275,20.5,1731602359881057466,38.031,False,True,3.0,1.2474949359893799
1731602362961588612,37.625,1731602362841061903,38.437,1731602362961120524,20.5,1731602362920832106,38.031,False,True,3.0,1.2466535568237305
1731602365961427477,37.625,1731602365880920696,38.437,1731602365960964390,20.5,1731602365920827289,38.031,False,True,3.0,1.2446503639221191
1731602368971528552,37.687,1731602368932098952,38.375,1731602368971073186,20.5,1731602368840913004,38.031,True,True,3.0,1.2529113292694092
1731602372081256937,37.625,1731602372040858748,38.437,1731602371961161419,20.5,1731602372080810422,38.031,False,True,3.0,1.3608293533325195
1731602374971085126,37.625,1731602374840594940,38.437,1731602374970854442,20.5,1731602374920795112,38.031,False,True,3.0,1.24892258644104
1731602377961138565,37.625,1731602377880915507,38.437,1731602377921087878,20.5,1731602377960693069,38.031,False,True,3.0,1.238271951675415
1731602380961296393,37.687,1731602380840932345,38.437,1731602380960847286,20.5,1731602380920867108,38.062,False,True,3.0,1.2366197109222412
1731602383971184967,37.687,1731602383891010263,38.437,1731602383970797118,20.5,1731602383930890172,38.062,False,True,3.0,1.2446982860565186
1731602386961239657,37.687,1731602386840925114,38.437,1731602386920871911,20.5,1731602386960802698,38.062,True,True,3.0,1.2338426113128662
1731602389961273436,37.687,1731602389880937775,38.437,1731602389921569935,20.5,1731602389960825644,38.062,False,True,3.0,1.2320611476898193
1731602393001209890,37.687,1731602392960822683,38.437,1731602393000810467,20.5,1731602392921168840,38.062,False,True,3.0,1.2701737880706787
1731602396001336193,37.687,1731602395880907799,38.437,1731602396000809623,20.5,1731602395961760971,38.062,False,True,3.0,1.2684736251831055
1731602398961264801,37.687,1731602398840897198,38.437,1731602398960904970,20.5,1731602398920923466,38.062,False,True,3.0,1.226576328277588
1731602402001288667,37.687,1731602401880952113,38.5,1731602402000852170,20.5,1731602401960945601,38.0935,False,True,3.0,1.2663917541503906
1731602405001134275,37.687,1731602404920730552,38.437,1731602405000730370,20.5,1731602404960565166,38.062,True,True,3.0,1.264441967010498
1731602408001278105,37.687,1731602407880896930,38.5,1731602408000922237,20.5,1731602407961552648,38.0935,False,True,3.0,1.2628941535949707
1731602411001268711,37.75,1731602410920958456,38.5,1731602410961349823,20.5,1731602411000853251,38.125,False,True,3.0,1.2609987258911133
1731602414001318035,37.687,1731602413880942720,38.5,1731602414000860075,20.5,1731602413960914882,38.0935,False,True,3.0,1.2592449188232422
1731602417001314627,37.687,1731602416920933989,38.5,1731602416960946244,20.5,1731602417000910482,38.0935,False,True,3.0,1.2582616806030273
1731602420011289741,37.687,1731602419970983221,38.5,1731602419880980976,20.5,1731602420010798466,38.0935,False,True,3.0,1.2681357860565186
1731602423001317865,37.687,1731602423000776572,38.5,1731602422960896745,20.5,1731602422920963825,38.0935,False,True,3.0,1.2579047679901123
1731602426001494984,37.75,1731602425880899429,38.5,1731602425961666871,20.5,1731602426000971987,38.125,True,True,3.0,1.256376028060913
1731602429011145715,37.687,1731602428960970502,38.5,1731602429010785143,20.5,1731602428921630953,38.0935,False,True,3.0,1.2652595043182373
1731602432121099543,37.687,1731602432080709101,38.5,1731602432040971377,20.5,1731602432120728823,38.0935,False,True,3.0,1.3751423358917236
1731602435010424966,37.687,1731602434970227055,38.5,1731602435010208116,20.5,1731602434920396710,38.0935,False,True,3.0,1.262751579284668
1731602438002303091,37.687,1731602437880916876,38.5,1731602438001919223,20.5,1731602437960832920,38.0935,False,True,3.0,1.2528908252716064
1731602441041400537,37.687,1731602440921228754,38.5,1731602441000747722,20.5,1731602441040916465,38.0935,False,True,3.0,1.290194034576416
1731602444001097193,37.687,1731602443880987557,38.5,1731602443960690335,20.5,1731602444000699121,38.0935,True,True,3.0,1.2481129169464111
1731602447001310197,37.687,1731602446921057926,38.5,1731602447000915181,20.5,1731602446961400959,38.0935,False,True,3.0,1.2465360164642334
1731602450001382861,37.687,1731602449881006367,38.437,1731602449960860691,20.5,1731602450000946196,38.062,False,True,3.0,1.2457983493804932
1731602453001198013,37.687,1731602452920980694,38.5,1731602452960865781,20.5,1731602453000804496,38.0935,False,True,3.0,1.243786096572876
1731602456042196631,37.687,1731602455960984984,38.5,1731602456041787114,20.5,1731602456001114114,38.0935,False,True,3.0,1.2829856872558594
1731602459001110252,37.75,1731602458921140903,38.5,1731602458961314670,20.5,1731602459000667846,38.125,False,True,3.0,1.2401189804077148
1731602462041397293,37.75,1731602462040889053,38.5,1731602462000825667,20.5,1731602461960965262,38.125,True,True,3.0,1.2785956859588623
1731602465001067981,37.75,1731602464960929367,38.5,1731602464921046345,20.5,1731602465000680334,38.125,False,True,3.0,1.2364723682403564
1731602468001331824,37.75,1731602468000892659,38.5,1731602467881065220,20.5,1731602467960702908,38.125,False,True,3.0,1.2349300384521484
1731602471001238490,37.687,1731602470961137954,38.5,1731602470921029641,20.5,1731602471000824972,38.0935,False,True,3.0,1.2329800128936768
1731602474052009768,37.75,1731602473960962542,38.5,1731602474051509307,20.5,1731602474011206707,38.125,False,True,3.0,1.2827389240264893
1731602477051741373,37.75,1731602477051383781,38.5,1731602476920989007,20.5,1731602477012099005,38.125,False,True,3.0,1.280696153640747
